id_segmen,arah,mulai,selesai,volume_mobil_per_jam,kapasitas_mobil_per_jam,unit,sumber,is_simulation
S32,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S33,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,414,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S34,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,422,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S35,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,430,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S36,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,438,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S37,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,446,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S38,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,454,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S39,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,462,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
